gene,cor,Description
Os01g0719100,0.0743773982284145,Hypothetical gene.
Os01g0719100,0.0743773982284145,RING zinc-finger protein, Stomata opening
Os03g0777500,0.07434547772313,Protein of unknown function DUF1068 family protein.
Os03g0338400,0.0743401382433491,Basic helix-loop-helix dimerisation region bHLH domain containing protein.
Os11g0303500,0.0743116150338668,Nucleotide-binding, alpha-beta plait domain containing protein.
Os01g0133500,0.0743020153423265,Beta-lactamase-like domain containing protein.
Os01g0133500,0.0743020153423265,Similar to predicted protein.
Os02g0161400,0.0742945250092513,Non-protein coding transcript.
Os05g0452500,0.0742917666847922,Conserved hypothetical protein.
Os06g0633500,0.0742819684368047,Cytoplasmic-localized RING finger protein, Positive regulation in response to salt and drought stress
Os03g0267700,0.074265473998644,Adenine nucleotide translocator 1 domain containing protein.
Os06g0213400,0.0742599095727355,Protein of unknown function DUF829, eukaryotic family protein.
Os11g0549700,0.0742510666869472,Ankyrin domain containing protein.
Os08g0453700,0.0742485162495584,Similar to ATRBOH F (ARABIDOPSIS THALIANA RESPIRATORY BURST OXIDASE PROTEIN F); NAD(P)H oxidase.
Os05g0488800,0.0742367441163828,Salt-induced RING Finger Protein, Negative regulation of response to salt stress
Os05g0126800,0.0742010906351013,Mss4-like domain containing protein.
Os06g0157800,0.074195901701018,Similar to CG7224 (Fragment).
Os04g0449450,0.074195901701018,Hypothetical gene.
Os03g0154000,0.0741948358532825,Aromatic-ring hydroxylase family protein.
Os04g0610100,0.074178729177067,Similar to OSIGBa0152L12.2 protein.
Os06g0355500,0.0741412431277659,Bromodomain containing protein.
Os03g0165100,0.0740691162541538,Pentatricopeptide repeat domain containing protein.
Os11g0608000,0.0740513828566149,Nucleotide-binding, alpha-beta plait domain containing protein.
Os04g0506900,0.0739971939991992,Similar to OSIGBa0157A06.2 protein.
Os04g0506900,0.0739971939991992,Similar to OSIGBa0157A06.2 protein.
Os10g0382400,0.0739959221883221,Conserved hypothetical protein.
Os11g0311300,0.0739888971310985,Exoribonuclease domain containing protein.
Os11g0311300,0.0739888971310985,Similar to Exosome complex exonuclease RRP43.
Os11g0311300,0.0739888971310985,Similar to Exosome complex exonuclease RRP43.
Os11g0311300,0.0739888971310985,Similar to Exosome complex exonuclease RRP43.
Os02g0730000,0.0739766481624191,Similar to Mitochondrial aldehyde dehydrogenase.
Os02g0730000,0.0739766481624191,Mitochondrial aldehyde dehydrogenase, Submergence tolerance
Os05g0387700,0.0739413027828731,Protein kinase, core domain containing protein.
Os05g0387700,0.0739413027828731,Protein kinase, core domain containing protein.
Os06g0113150,0.0739343566574607,Similar to GSL8 (GLUCAN SYNTHASE-LIKE 8); 1, 3-beta-glucan synthase/ transferase, transferring glycosyl groups.
Os08g0386300,0.073913963628459,Cytochrome b5 domain containing protein.
Os08g0386300,0.073913963628459,Cytochrome b5 domain containing protein.
Os12g0168200,0.0739085190312836,RNA polymerase II subunit A, C-terminal domain phosphatase domain containing protein.
Os10g0204100,0.0739057925033244,Zinc finger, RING/FYVE/PHD-type domain containing protein.
Os04g0544900,0.0738950917593325,Alg9-like mannosyltransferase family protein.
Os12g0610600,0.0738560254906492,NAC transcription factor, Negative regulation of drought tolerance
Os01g0818000,0.07382399608316,Auxin efflux carrier domain containing protein.
Os01g0818000,0.07382399608316,Auxin efflux carrier domain containing protein.
Os05g0297800,0.0738208987948106,Conserved hypothetical protein.
Os01g0720400,0.0738019621146076,Phosphate starvation-induced acid phosphatase, Phosphorus metabolism
Os05g0404300,0.0737967463336977,Similar to AlNc14C59G4370 protein.
Os06g0185500,0.0737907707037558,Transferase family protein.
Os09g0564800,0.0737499920650753,Conserved hypothetical protein.
Os11g0209700,0.073747179109261,&beta;-type phosphatidylinositol 4-kinase
Os11g0209700,0.073747179109261,Conserved hypothetical protein.
Os03g0110300,0.0737470815388179,Conserved hypothetical protein.
Os01g0584900,0.0736679251927082,WRKY transcription factor 77, Resistance to the bacterial pathogen, Disease resistance
Os09g0347900,0.0736473654587141,Cytidylyltransferase domain containing protein.
Os09g0511000,0.0735831508877568,Similar to LysM receptor-like kinase.
Os09g0511000,0.0735831508877568,Splicing variant of lysin motif (LysM) receptor-like kinase
Os09g0511000,0.0735831508877568,Lysin motif (LysM) receptor-like kinase, Homolog of OsCERK1, Regulation of chitin-triggered immunity and arbuscular mycorrhizal symbiosis
Os02g0191800,0.0735534916570111,Conserved hypothetical protein.
Os03g0194900,0.0735533099462268,Uncharacterised conserved protein UCP037471 domain containing protein.
Os03g0194900,0.0735533099462268,Similar to membrane protein.
Os03g0194900,0.0735533099462268,Uncharacterised conserved protein UCP037471 domain containing protein.
Os07g0204800,0.0735284185624738,Similar to Charged multivesicular body protein 2a.
Os07g0204800,0.0735284185624738,Non-protein coding transcript.
Os08g0295000,0.0734921070233283,Conserved hypothetical protein.
Os11g0177400,0.0734531488675095,Similar to ATPase, coupled to transmembrane movement of substances.
Os03g0386500,0.0734425305871616,Similar to Trehalose-6-phosphate phosphatase.
Os07g0621400,0.0734091767478144,Similar to cDNA clone:002-132-C09, full insert sequence.
Os01g0970900,0.0734091767478144,Pentatricopeptide repeat domain containing protein.
Os01g0970900,0.0734091767478144,Pentatricopeptide repeat domain containing protein.
Os04g0572400,0.073392591191031,Dehydration-responsive element binding protein 1E, Chilling tolerance, Positive regulation of heat tolerance
Os10g0580800,0.0732740647007916,Similar to NClpP4 (Fragment).
Os09g0470900,0.0732594040897507,Uncharacterised conserved protein UCP013022 domain containing protein.
Os09g0470900,0.0732594040897507,Similar to predicted protein.
Os05g0586050,0.0732295690475693,Protein of unknown function DUF247, plant domain containing protein.
Os03g0679300,0.0732193197362428,Similar to Ubiquitin-conjugating enzyme family protein, expressed.
Os09g0560700,0.0732055956591046,Molybdenum cofactor sulfurase, C-terminal domain containing protein.
Os09g0560700,0.0732055956591046,Molybdenum cofactor sulfurase, C-terminal domain containing protein.
Os11g0610700,0.0731512641752081,WD40 repeat-like domain containing protein.
Os04g0501100,0.0730704619848143,Similar to Magnesium transporter MRS2-C.
Os08g0376300,0.073004281928546,LRR-receptor-like kinase (LRR-RLK) family protein
Os06g0483500,0.0729748822378552,Similar to H0124B04.15 protein.
Os06g0483500,0.0729748822378552,Similar to H0124B04.15 protein.
Os01g0288800,0.0729378802632845,Conserved hypothetical protein.
Os03g0565300,0.0729214064746372,Protein of unknown function DUF1723 domain containing protein.
Os04g0593600,0.0729120129328761,Zinc finger, C2H2-type domain containing protein.
Os12g0263200,0.0728825175454215,Pinoresinol-lariciresinol reductase TH2.
Os06g0635300,0.0728750013304261,Similar to gastric triacylglycerol lipase.
Os05g0406100,0.0728677542641353,Inosine/uridine-preferring nucleoside hydrolase domain containing protein.
Os05g0406100,0.0728677542641353,Cytokinin/purine riboside nucleosidase, Cytokinin riboside metabolism in the apoplastic space
Os05g0406100,0.0728677542641353,Hypothetical conserved gene.
Os10g0563400,0.0728559088029548,Conserved hypothetical protein.
Os01g0550800,0.0728435438100559,Protein of unknown function DUF239, plant domain containing protein.
Os04g0303900,0.0727885199681092,Nucleic acid-binding, OB-fold-like domain containing protein.
Os06g0192100,0.0727827979291587,Anthocyanidin UDP 3-O-glucosyltransferase, Regulation of leaf sheath color, Anthocyanin biosynthesis, Cold tolerance
Os01g0689800,0.0727393574376739,Alpha/beta hydrolase fold-1 domain containing protein.
Os07g0613300,0.0727339514006431,Ortholog of exportin-t, Regulation of tRNA export
Os07g0613300,0.0727339514006431,Similar to PAUSED.
Os07g0613300,0.0727339514006431,Similar to predicted protein.
Os09g0559800,0.0727338397088318,Similar to Transporter-like protein.
Os09g0559800,0.0727338397088318,Non-protein coding transcript.
Os09g0505100,0.0727338397088318,Deubiquitinase, Regulation of immune response
Os07g0633500,0.0727338397088318,DEAD-box protein, DEAD-box RNA helicase, rRNA biogenesis, Gametophyte development
Os05g0485300,0.0727338397088318,TRAM, LAG1 and CLN8 homology domain containing protein.
Os05g0369900,0.0727338397088318,Exocyst subunit EXO70 family protein FX1, Cadmium tolerance
Os03g0370900,0.0727338397088318,Similar to Cytochrome P450.
Os03g0370900,0.0727338397088318,Similar to Cytochrome P450.
Os12g0154400,0.0727338397088318,t-snare domain containing protein.
Os11g0486000,0.0727338397088318,Nucleotide-binding LRR receptor (NLR) family protein, Non-canonical
Os10g0478450,0.0727338397088318,MATH domain containing protein.
Os01g0178775,0.0727338397088318,Non-protein coding transcript.
Os07g0444000,0.0726875781153284,Similar to Non-lysosomal glucosylceramidase.
Os07g0444000,0.0726875781153284,Similar to predicted protein.
Os11g0160000,0.072686486746922,Protein of unknown function DUF241, plant domain containing protein.
Os01g0511700,0.0726804570352297,Conserved hypothetical protein.
Os07g0628400,0.0726645575871645,Similar to 40S ribosomal protein S9.
Os09g0338500,0.0726608177498227,Sphingolipid LCB &delta;8 desaturase, Cytochrome b5, Aluminum tolerance, Regulation of seed reserve mobilization during seed germination
Os05g0387900,0.0726259863983027,Similar to Protein N-terminal glutamine amidohydrolase.
Os03g0817700,0.0725698753077068,Hypothetical conserved gene.
Os07g0185900,0.0725579114384612,Conserved hypothetical protein.
Os11g0427800,0.072512987778206,Similar to Lipid transfer protein LPT III.
Os04g0506100,0.0725094437145373,LRR-receptor-like kinase (LRR-RLK) family protein
Os01g0811400,0.072499941366985,Similar to predicted protein.
Os09g0560800,0.0724837344866795,Molybdenum cofactor sulfurase, C-terminal domain containing protein.
Os08g0389601,0.072478574575167,Non-protein coding transcript.
Os03g0709300,0.0724705504865116,Similar to Chemocyanin precursor (Basic blue protein) (Plantacyanin).
Os03g0578200,0.0724682451686027,Conserved hypothetical protein.
Os03g0578200,0.0724682451686027,Conserved hypothetical protein.
Os03g0741700,0.0724202482258821,Hypothetical conserved gene.
Os10g0499500,0.0723732626642769,Pentatricopeptide repeat protein, Male fertility restoration (Nipponbare: nonrestorer line)
Os09g0526500,0.0723679303876576,C2 calcium/lipid-binding region, CaLB domain containing protein.
Os10g0503700,0.0723330928928801,Similar to ATP-dependent RNA helicase dhh1.
Os10g0503700,0.0723330928928801,Similar to ATP-dependent RNA helicase dhh1.
Os10g0503700,0.0723330928928801,Similar to ATP-dependent RNA helicase dhh1.
Os09g0320400,0.0723319572932233,Similar to Permease.
Os09g0131150,0.0723319572932233,Conserved hypothetical protein.
Os08g0421500,0.0723319572932233,Non-protein coding transcript.
Os08g0198100,0.0723319572932233,Zinc finger, BED-type predicted domain containing protein.
Os07g0545100,0.0723319572932233,Protein of unknown function DUF1218 family protein.
Os07g0128800,0.0723319572932233,Similar to PR1a protein.
Os06g0151700,0.0723319572932233,Protein kinase, core domain containing protein.
Os06g0146700,0.0723319572932233,Similar to Cytochrome P450 CYP86A35.
Os05g0519700,0.0723319572932233,Heat shock protein, Long-term acquired thermotolerance
Os05g0519700,0.0723319572932233,Heat shock protein 101.
Os05g0519700,0.0723319572932233,Similar to Heat shock protein 101.
Os05g0145300,0.0723319572932233,RNA-binding, CRM domain domain containing protein.
Os05g0145300,0.0723319572932233,Similar to predicted protein.
Os04g0649000,0.0723319572932233,Conserved hypothetical protein.
Os03g0821700,0.0723319572932233,Pentatricopeptide repeat domain containing protein.
Os03g0765000,0.0723319572932233,Similar to Serine/threonine-protein kinase 12 (EC 2.7.1.37) (Aurora-B) (Fragment).
Os03g0305700,0.0723319572932233,Similar to Peptide chain release factor 2 (Fragment).
Os03g0106300,0.0723319572932233,Coiled-coil protein, Homologous chromosome pairing in meiosis
Os02g0172800,0.0723319572932233,Similar to Zinc-binding protein.
Os12g0136600,0.0723319572932233,Similar to cDNA clone:002-116-A09, full insert sequence.
Os01g0329300,0.0723319572932233,Pectin lyase fold domain containing protein.
Os06g0691100,0.0723234317097124,Pathogenesis-related transcriptional factor and ERF domain containing protein.
Os07g0564200,0.0722988141057676,Conserved hypothetical protein.
Os06g0470000,0.0722511674759007,Glycosyltransferase AER61, uncharacterized domain containing protein.
Os03g0804500,0.0722487903744176,Germin-like protein 3-7, Resistance to leaf blast, panicle blast, and bacterial blight
Os05g0557500,0.0722237719116717,Protein of unknown function DUF2921 domain containing protein.
Os08g0547100,0.0722114662062546,Similar to 6-phosphogluconolactonase.
Os08g0547100,0.0722114662062546,6-phosphogluconolactonase domain containing protein.
Os08g0547100,0.0722114662062546,6-phosphogluconolactonase domain containing protein.
Os11g0197400,0.0721919819740851,Protein of unknown function DUF803 domain containing protein.
Os06g0728300,0.0721870744351081,Hypothetical gene.
Os06g0728300,0.0721870744351081,Hypothetical protein.
Os08g0246400,0.0721818134506002,Similar to Ubiquinol-cytochrome c reductase complex 14 kDa protein (EC 1.10.2.2) (CR14).
Os09g0520200,0.0721775203048745,Similar to abhydrolase domain-containing protein 5.
Os01g0909100,0.072146968128822,Hypothetical conserved gene.
Os04g0670800,0.0721104587552129,UBX domain containing protein.
Os04g0670800,0.0721104587552129,UBX domain containing protein.
Os10g0557700,0.0720846058416878,Conserved hypothetical protein.
Os05g0409400,0.0720802873209095,Microtubule-associated protein 65-5, Control of microtubule bundling
Os11g0697100,0.072074665418953,Non-protein coding transcript.
Os06g0691000,0.0720666035851137,DNA-repair protein, UmuC-like domain containing protein.
Os06g0691000,0.0720666035851137,Hypothetical conserved gene.
Os04g0604200,0.0720123607928792,Similar to Xyloglucan endotransglycosylase (Fragment).
Os10g0496600,0.0720025524366482,Conserved hypothetical protein.
Os01g0551000,0.0719874919551815,Conserved hypothetical protein.
Os11g0484000,0.0719592659320123,Class II aldolase/adducin, N-terminal family protein.
Os03g0332100,0.071827279358697,Gibberellin 13-oxidase, Cytochrome P450 714B2, Negative regulation of plant growth, GA homeostasis
Os05g0132800,0.071784335657917,Conserved hypothetical protein.
Os04g0388800,0.0717739876052432,Molecular chaperone, heat shock protein, Hsp40, DnaJ domain containing protein.
Os11g0592500,0.0717611577486426,Similar to NB-ARC domain containing protein, expressed.
Os11g0592500,0.0717611577486426,Nucleotide-binding LRR receptor (NLR) family protein, Non-canonical
Os10g0167500,0.0717455125402674,Hypothetical conserved gene.
Os10g0481400,0.0716893771511552,Similar to Zinc finger, C3HC4 type family protein, expressed.
Os10g0481400,0.0716893771511552,Similar to Zinc finger, C3HC4 type family protein, expressed.
Os04g0463600,0.071616697368053,Myb/SANT-like domain domain containing protein.
Os03g0104100,0.0716121207929775,Protein phosphatase 2C, N-terminal domain containing protein.
rpoB,0.0716068817542432,NA
Os01g0951000,0.071600176473853,Conserved hypothetical protein.
Os01g0951000,0.071600176473853,Homolog of AtFY, Autonomous flowering pathway
Os11g0674400,0.0715772941077082,Nucleotide-binding LRR receptor (NLR) family protein
Os10g0509200,0.0715342323714026,Similar to plastid-lipid associated protein PAP / fibrillin family protein.
Os02g0639800,0.0715313801480036,Hypothetical gene.
Os02g0639800,0.0715313801480036,Zinc finger, RING/FYVE/PHD-type domain containing protein.
Os02g0639800,0.0715313801480036,Hypothetical gene.
Os02g0639800,0.0715313801480036,Zinc finger, RING/FYVE/PHD-type domain containing protein.
Os02g0639800,0.0715313801480036,Zinc finger, RING/FYVE/PHD-type domain containing protein.
Os09g0521900,0.0715135695330165,Holliday junction resolvase, 5'-flap endonuclease, Homologous recombinational DNA repair, Microspore development
Os06g0500700,0.0715135695330165,Cytochrome P450 family protein.
Os05g0405200,0.0715135695330165,Non-protein coding transcript.
Os05g0321600,0.0715135695330165,Conserved hypothetical protein.
Os04g0587500,0.0715135695330165,Domain of unknown function DUF250 domain containing protein.
Os03g0726150,0.0715135695330165,Hypothetical gene.
Os03g0281800,0.0715135695330165,Conserved hypothetical protein.
Os03g0281800,0.0715135695330165,Protein SIEL
Os03g0196450,0.0715135695330165,Similar to kelch motif family protein.
Os12g0212400,0.0715135695330165,Hypothetical protein.
Os11g0524051,0.0715135695330165,Hypothetical gene.
Os11g0518600,0.0715135695330165,Conserved hypothetical protein.
Os11g0137300,0.0715135695330165,Armadillo-type fold domain containing protein.
Os11g0137300,0.0715135695330165,Similar to HEAT repeat family protein, expressed.
Os01g0771950,0.0715135695330165,Non-protein coding transcript.
Os01g0500100,0.0715135695330165,Conserved hypothetical protein.
Os01g0221900,0.0715135695330165,Similar to peptidase C45, acyl-coenzyme A/6-aminopenicillanic acid acyl-transferase.
Os07g0418600,0.071502967828048,Proline-rich glycoprotein, ABA-dependent inhibition of root growth
Os03g0727900,0.0714875716914079,GTP1/OBG domain containing protein.
Os02g0732300,0.0714827189238959,Conserved hypothetical protein.
Os02g0591800,0.0714157809655249,Brix domain containing protein.
Os02g0591800,0.0714157809655249,Brix domain containing protein.
Os08g0232100,0.0713874356680692,Hypothetical gene.
Os07g0228400,0.0713514161351136,Cyclin-like F-box domain containing protein.
Os07g0228400,0.0713514161351136,Cyclin-like F-box domain containing protein.
Os05g0172300,0.0713395619925319,Domain of unknown function DUF632 domain containing protein.
Os09g0321900,0.0713334092200807,Similar to Ubiquitin-conjugating enzyme E2 M (EC 6.3.2.19) (Ubiquitin-protein ligase M) (Ubiquitin carrier protein M) (Nedd8-conjugating enzyme Ubc12).
Os05g0361500,0.0713149359505481,Similar to Pectinesterase.
Os04g0586500,0.0712817351692228,Malectin-like carbohydrate-binding domain domain containing protein.
Os02g0661100,0.0712430567711873,Trehalose-6-phosphate phosphatase, Trehalose biosynthesis, Chilling tolerance
Os02g0661100,0.0712430567711873,Similar to Trehalose-phosphate phosphatase.
Os01g0661500,0.0712397188345931,Mov34/MPN/PAD-1 family protein.
Os03g0240600,0.0712163756363998,U-box containing E3 ligase, Response to phosphate starvation
Os02g0761100,0.0711630689565765,Similar to Cyclophilin-40 (Expressed protein).
Os11g0181400,0.0711609412860335,Similar to barley mlo defense gene homolog4.
Os03g0235000,0.0711598644153586,Similar to Peroxidase.
Os11g0544200,0.0711349591876682,Similar to virulent strain associated lipoprotein.
Os11g0544200,0.0711349591876682,Similar to Ribosomal protein S7.
Os11g0544200,0.0711349591876682,Non-protein coding transcript.
Os06g0255300,0.0711257406925318,NA
Os02g0255700,0.0711103439538102,Conserved hypothetical protein.
Os02g0255700,0.0711103439538102,Hypothetical conserved gene.
Os02g0477300,0.0711063169822557,Hypothetical conserved gene.
Os04g0458400,0.0710809518668716,Conserved hypothetical protein.
Os12g0139500,0.0710638389140534,DNA-directed RNA polymerase, RPB5 subunit domain containing protein.
Os10g0516800,0.0710471274075816,Long-chain base kinase, Regulation of disease resistance response and programmed cell death (PCD)
Os10g0516800,0.0710471274075816,Diacylglycerol kinase, catalytic region domain containing protein.
Os03g0290500,0.0709817558155065,Synaptojanin, N-terminal domain containing protein.
Os09g0468800,0.0709468097635555,Similar to RING-H2 finger protein ATL5F.
Os03g0670200,0.0709448076407312,Similar to YJR013Wp (Fragment).
Os03g0670200,0.0709448076407312,Similar to PNT1.
Os08g0118000,0.070929435592731,AT-hook motif-containing protein, AT-hook DNA-binding protein, Positive regulation of plant immunity in response to M. oryzae infection
Os09g0438000,0.0708905455574955,Similar to RbohAOsp (Fragment).
Os09g0438000,0.0708905455574955,Similar to Respiratory burst oxidase-like protein E.
Os03g0263700,0.0708843486982022,Similar to glycine-rich protein.
Os02g0602100,0.0708469455695373,Similar to cDNA clone:J013093F08, full insert sequence.
Os02g0602100,0.0708469455695373,CDK (cyclin-dependent kinase) family protein, Positive regulation of defense/stress response
Os06g0712200,0.0708278497343212,NUDIX domain containing protein.
Os02g0832700,0.0708265683860503,Similar to Metal tolerance protein C2 (AtMTPc2).
Os02g0832700,0.0708265683860503,Similar to Metal tolerance protein C2.
Os02g0832700,0.0708265683860503,Metal tolerance protein C2 (AtMTPc2), Cation efflux protein
Os09g0376900,0.0707966791275649,Similar to Potassium transporter 13 (AtPOT13) (AtKT5).
Os09g0376900,0.0707966791275649,Similar to Potassium transporter 23.
Os01g0118100,0.0707532779646962,Similar to Fructose-bisphosphate aldolase.
Os04g0676700,0.0707434905558735,MYB transcription factor, Drought and salt stress resistance
Os04g0676700,0.0707434905558735,Similar to H0101F08.8 protein.
Os01g0765200,0.0707209963524844,RNA-binding protein, Regulation of grain size and weight
Os01g0740500,0.0707102594242281,Similar to glutamate carboxypeptidase 2.
Os10g0489200,0.0707009709898575,Similar to DNA ligase (EC 6.5.1.1) (Polydeoxyribonucleotide synthase [ATP]).
Os01g0276800,0.0706550170763713,Glucosidase II &beta; subunit, Potential switch between programmed cell death and autophagy
Os01g0276800,0.0706550170763713,Similar to predicted protein.
Os01g0276800,0.0706550170763713,Hypothetical conserved gene.
Os01g0276800,0.0706550170763713,Similar to predicted protein.
Os01g0276800,0.0706550170763713,Similar to predicted protein.
Os05g0547600,0.0706473075521891,Hypothetical protein.
Os12g0516000,0.0706459241481835,Conserved hypothetical protein.
Os10g0521900,0.070608582654195,Similar to Membrane protein.
Os07g0101101,0.0706075330183193,Conserved hypothetical protein.
Os10g0441800,0.0706016014530935,Similar to RAB5B.
Os03g0250400,0.0705988994461641,Plant lipid transfer protein/seed storage/trypsin-alpha amylase inhibitor domain containing protein.
Os10g0555900,0.0705948306305379,Similar to Beta-expansin.
Os10g0555900,0.0705948306305379,Beta-expansin 3
Os04g0645700,0.0705829975301553,Similar to H0811D08.5 protein.
Os03g0853900,0.0705528921209487,Similar to p21Cip1-binding protein-related.
Os08g0402600,0.0705376588569803,Pentatricopeptide repeat domain containing protein.
Os02g0827300,0.0705261218972359,Protein of unknown function DUF382 domain containing protein.
Os05g0594700,0.0705137091444305,Hyperosmolality-gated calcium-permeable channel, Osmolality-sensitive OSCA channel
Os05g0594700,0.0705137091444305,Similar to Hv711N16.16 (Fragment).
Os03g0634400,0.0705066927032394,Calcineurin B-like protein-interacting protein kinase 7, Cold sensing
Os04g0121900,0.0704852756826896,Hypothetical conserved gene.
Os06g0646600,0.0704836082247697,Similar to Homeobox protein knotted-1-like 11.
Os06g0646600,0.0704836082247697,Similar to cDNA, clone: J065162G03, full insert sequence.
Os06g0646600,0.0704836082247697,KNOX Class II transcription factor HOS59, KNOX family class 2 homeodomain protein, Regulation of grain size
Os06g0646600,0.0704836082247697,Splicing variant of homeobox protein HOS59
Os03g0118100,0.0704743118128766,Conserved hypothetical protein.
Os03g0690000,0.0704678439871802,Similar to Costars family protein.
Os01g0512200,0.0704106291561614,Armadillo-type fold domain containing protein.
Os01g0512200,0.0704106291561614,Clathrin/coatomer adaptor, adaptin-like, N-terminal domain containing protein.
Os09g0108400,0.0703774182668285,Similar to predicted protein.
Os09g0108400,0.0703774182668285,Conserved hypothetical protein.
Os02g0640200,0.0703680704623184,Conserved hypothetical protein.
Os02g0640200,0.0703680704623184,Hypothetical conserved gene.
Os02g0678300,0.0703027097978909,Similar to protein HOTHEAD.
Os03g0698800,0.0702899334719969,Ankyrin domain containing protein.
Os03g0308700,0.0702874725346784,Conserved hypothetical protein.
Os01g0299500,0.0702693161560754,Conserved hypothetical protein.
Os02g0717100,0.070209912098375,Esterase/lipase/thioesterase domain containing protein.
Os02g0759400,0.0701777429117574,RING-type E3 ubiquitin ligase, Rice homolog of Arabidopsis T&oacute;xicos en Levadura, Negative regulation of cold stress response
Os08g0518600,0.0701494396262155,Conserved hypothetical protein.
Os10g0190500,0.0701351146224626,Protein of unknown function DUF594 family protein.
Os03g0370000,0.0701006575702539,Similar to Pyruvate dehydrogenase kinase isoform 1 (EC 2.7.1.99).
Os12g0217300,0.0700950882807487,Hypothetical protein.
Os12g0217300,0.0700950882807487,Hypothetical gene.
Os04g0468600,0.070091890088695,Hypothetical conserved gene.
Os04g0468600,0.070091890088695,Heavy metal transport/detoxification protein domain containing protein.
Os04g0468600,0.070091890088695,Heavy metal transport/detoxification protein domain containing protein.
Os04g0468600,0.070091890088695,Similar to cDNA clone:006-303-A07, full insert sequence.
Os04g0468600,0.070091890088695,Similar to cDNA clone:006-303-A07, full insert sequence.
Os01g0780800,0.0700699502751658,SAND domain-containing protein, Trithorax group factor, Transcriptional regulation of stress responsive genes
Os01g0780800,0.0700699502751658,Similar to predicted protein.
Os01g0307624,0.0700365622747274,Conserved hypothetical protein.
Os02g0676500,0.0699970325437686,Similar to OSIGBa0127A14.6 protein.
Os03g0333100,0.0699729365246735,Protein of unknown function DUF663 domain containing protein.
Os03g0333100,0.0699729365246735,Hypothetical conserved gene.
Os12g0534700,0.0699620098874547,Protein kinase-like domain containing protein.
Os04g0163800,0.0699308616509369,Protein of unknown function DUF594 family protein.
Os02g0103900,0.0698596508981429,U3 small nucleolar RNA-associated protein 6 domain containing protein.
Os02g0103900,0.0698596508981429,Hypothetical conserved gene.
Os04g0286400,0.0698473299147594,Conserved hypothetical protein.
Os07g0557200,0.0698360126051574,Equilibrative nucleoside transporter 3
Os01g0926600,0.0698347809741584,Glycosyltransferase, Homolog of Arabidopsis IRREGULAR XYLEM10 (IRX10), Xylan biosynthesis
Os04g0683950,0.0698138896144992,Non-protein coding transcript.
Os01g0729200,0.0698093897699023,Conserved hypothetical protein.
Os09g0297100,0.0698029694319582,Similar to CROC-1-like protein (Fragment).
Os09g0297100,0.0698029694319582,Similar to CROC-1-like protein (Fragment).
Os02g0736200,0.0697969768233637,RNA-dependent RNA polymerase, Regulation of endogenous genes through smRNA-mediated pathways involving DNA methylation
Os09g0250700,0.069783983453141,ABC-1 domain containing protein.
Os03g0320600,0.069782895645864,VQ domain containing protein.
Os04g0691500,0.0697177291115159,Similar to predicted protein.
Os04g0691500,0.0697177291115159,Similar to TRN1 (TRANSPORTIN 1); protein transporter.
Os02g0651900,0.0696593365463317,Hypothetical protein.
Os01g0322700,0.0696588521042238,Primary microRNA of OsmiR408; Target gene(s): OsUCL8 (Os03g0709100), OsUCL7 (Os03g0259100), Regulation of panicle branching and grain weight, Regulation of grain yield and photosynthesis
Os05g0537400,0.0696512235701835,Clade A type 2C protein phosphatase, Negative regulation of ABA signaling, Stomatal closure
Os05g0537400,0.0696512235701835,Splicing variant of protein phosphatase 2C50
Os11g0103100,0.0696059045901563,Hypothetical conserved gene.
Os03g0792900,0.0695666681130392,Stress-associated protein 6, Positive regulation of soda saline-alkaline stress tolerance
Os12g0278900,0.0695406064591355,Peptidase C1A, papain family protein.
Os12g0118800,0.0695330243816536,Ankyrin repeat containing protein.
Os03g0736600,0.069529737232173,Similar to ATP synthase.
Os01g0199900,0.0695248058199654,Similar to Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21) (AIR carboxylase) (AIRC).
Os12g0443700,0.0694983184828464,Similar to Glu-prolyl-tRNA aminoacyl synthetase (Fragment).
Os12g0443700,0.0694983184828464,Similar to Glu-prolyl-tRNA aminoacyl synthetase (Fragment).
Os12g0443700,0.0694983184828464,Similar to Aminoacyl-tRNA synthase.
Os02g0302200,0.0694604411864218,Similar to aminotransferase family protein.
Os03g0736900,0.0694493727869204,Similar to Sorghum bicolor protein targeted either to mitochondria or chloroplast proteins T50848.
Os03g0733400,0.0694286869555806,Zinc finger, BED-type predicted domain containing protein.
Os02g0254700,0.06938239918267,Similar to Spermidine synthase 3.
Os04g0639200,0.0693681883230833,Similar to OSIGBa0138H21-OSIGBa0138E01.1 protein.
Os09g0530000,0.0693605665555111,Rhodanese-like domain containing protein.
Os09g0530000,0.0693605665555111,Rhodanese-like domain containing protein.
Os03g0724300,0.0693583820544796,LRR-receptor-like kinase (LRR-RLK) family protein
Os05g0126400,0.0693367328025072,Conserved hypothetical protein.
Os04g0269700,0.069273192310307,Lipase, GDSL domain containing protein.
Os01g0934200,0.0692617782677367,Mitochondrial carrier protein domain containing protein.
Os06g0188100,0.0692197225975084,Protein of unknown function DUF250 domain containing protein.
Os07g0603900,0.0692044260486166,Pentatricopeptide repeat domain containing protein.
Os06g0659200,0.0691696413772241,Intron maturase, type II family protein.
Os03g0268600,0.0691642436813161,Similar to Protein phosphatase type 2C.
Os02g0327000,0.0691639911670598,GTPase activating protein 1, Salinity stress tolerance, Abiotic stress response
Os02g0327000,0.0691639911670598,C2 domain containing protein.
